"court_access_id","image_id","court_access_desc","court_id"
"4048","18","Three interview rooms are available at this court.","499"
"4049","18","Interview rooms are available in the Magistrates areas.","500"
"4051","18","Two interview rooms are available at this court.","504"
"4053","18","There are up to five interview rooms depending upon other constraints.","506"
"4054","18","Three interview rooms at the statues.","507"
"4055","18","This Court has interview room facilities.","508"
"4062","18","Two interview rooms are available at this court.","519"
"4063","18","Two interviews rooms available at this Court.","520"
"4065","18","Four interview rooms are available at this court.","523"
"4066","18","This Court has interview room facilities.","524"
"4070","18","Four interview rooms are available at this court.","530"
"4071","18","Two interview rooms are available at this court.","531"
"4073","18","Four interview rooms are available at this court.","534"
"4074","18","Two interview rooms are available at this court.","535"
"4075","18","Two interview rooms are available at this court.","536"
"4077","18","Two interview rooms are available at this court.","538"
"4078","18","Three interview rooms are available at this court.","540"
"4079","18","Three interview rooms are available on the first floor. If you need to talk with a member of staff in private, please ask to use the private interview room next to the enquiry counter.","544"
"4080","18","Eight interview rooms are available at this court.","545"
"4081","18","This Court has interview room facilities.","547"
"4082","18","This Court has 3 private interview rooms available.","548"
"4083","18","This Court has interview room facilities.","551"
"4084","18","This Court has interview room facilities.","552"
"4085","18","Three rooms available for Crown and Magistrates' Courts.","553"
"4086","18","Four interview rooms are available at this court.","554"
"4087","18","Four booths are available for intervews.","556"
"4088","18","Forty eight interview rooms are available at this court. Reservations to be made via the Accommodation Manager.","557"
"4089","18","This Court has interview room facilities.","558"
"4090","18","This Court has interview room facilities.","559"
"4091","18","Seven interview rooms are available at this court.","562"
"4092","18","Six interview rooms are available at this court.","563"
"4093","18","This Court has interview room facilities.","564"
"4094","18","This Court has interview room facilities.","565"
"4095","18","This Court has interview room facilities.","567"
"4096","18","Four interview rooms are available at this court.","568"
"4100","18","This Court has interview room facilities.","575"
"4101","18","Four interview rooms are available at this court.","577"
"4102","18","Eight interview rooms are available at this court.","578"
"4105","18","Four interview rooms are available on the first floor.","583"
"4108","18","Interview/consultation rooms are available at this court.","589"
"4109","18","Interview/consultation rooms are available at this court.","590"
"4111","18","Six interview rooms are available at this court.","592"
"4112","18","Three interview rooms are available at this court.","593"
"4114","18","Four interview rooms are available at this court.","597"
"4115","18","Five interview rooms are available, shared with the County Court.","598"
"4116","18","Five Consultation Rooms available in District Judges.  sixteen on the Court floor.","600"
"4117","18","Eleven interview rooms are available at this court.","602"
"4118","18","Two interview rooms are available at this court.","603"
"4119","18","Nine interview rooms are available at this court.","605"
"4120","18","This Court has interview room facilities.","606"
"4122","18","This Court has interview room facilities.","609"
"4125","18","Five interview rooms are available at this court.","613"
"4126","18","This Court has interview room facilities.","616"
"4128","18","Three interview rooms are available at this court.","618"
"4129","18","Five interview rooms are available at this court.","619"
"4130","18","This Court has interview room facilities.","622"
"4132","18","This Court has interview room facilities.","627"
"4133","18","This Court has interview room facilities.","628"
"4134","18","This Court has interview room facilities.","629"
"4135","18","This Court has interview room facilities.","630"
"4136","18","One intervew room is available at this court.","631"
"4138","18","Three interview rooms are available at this court.","634"
"4139","18","This Court has interview room facilities.","635"
"4142","18","Three interview rooms are available at this court.","641"
"4144","18","This Court has interview room facilities.","647"
"4145","18","Thirteen rooms are available (three of which are in the secure area).","648"
"4146","18","Two interview rooms are available at this court.","650"
"4147","18","This Court has interview room facilities.","653"
"4148","18","This Court has interview room facilities.","654"
"4152","18","Three to Four interview rooms are available at this court.","659"
"4153","18","This Court has interview room facilities.","661"
"4154","18","This Court has interview room facilities.","662"
"4160","18","Eight interview rooms are available at this court.","671"
"4161","18","Three interview rooms are available at this court.","672"
"4162","18","Interview rooms are located outside each Courtroom.","673"
"4163","18","This Court has interview room facilities.","676"
"4164","18","Sixteen interview rooms are available at this court.","678"
"4165","18","Two interview rooms are available at this court.","679"
"4166","18","Rooms are available on request.","680"
"4167","18","This Court has interview room facilities.","681"
"4169","18","This Court has interview room facilities.","683"
"4171","18","This Court has interview room facilities.","689"
"4172","18","Eight interview rooms are available at this court.","691"
"4175","18","Two interview rooms are available at this court.","22"
"4176","18","This Court has interview room facilities.","62"
"4178","18","This Court has interview room facilities.","75"
"4179","18","Three interview rooms are available at this court.","76"
"4181","18","Interview/consultation rooms are available at this court.","119"
"4182","18","Interview / consultation rooms are available.","120"
"4183","18","This Court has interview room facilities.","157"
"4186","18","Interview / consultation rooms are available.","292"
"4187","18","This Court has interview room facilities.","333"
"4192","18","This Court has interview room facilities.","422"
"4193","18","Nine interview rooms are available at this court.","426"
"4196","18","Two interview rooms are available at this court.","518"
"4198","18","Five interview rooms are available at this court.","608"
"4199","18","Two interview rooms are available at this court.","612"
"4200","18","Interview/consultation rooms are available at this court.","643"
"4203","18","This Court has interview room facilities.","692"
"4204","18","This Court has interview room facilities.","693"
"4534","20","This court has a hearing loop system.","3"
"4537","20","This Court has hearing enhancement facilities.","6"
"4539","20","This Court has loop hearing facilities at the public counter, Courtroom as well as District Judges hearings rooms 1 and 2.","9"
"4540","20","This Court has hearing enhancement facilities.","10"
"4542","20","This Court has hearing enhancement facilities.","13"
"4543","20","This Court has hearing enhancement facilities.","14"
"4545","20","This Court has hearing enhancement facilities.","16"
"4548","20","This Court has hearing enhancement facilities.","19"
"4549","20","This Court has hearing enhancement facilities.","21"
"4550","20","This Court has hearing enhancement facilities.","23"
"4552","20","This Court has hearing enhancement facilities.","26"
"4555","20","This Court has hearing enhancement facilities.","30"
"4557","20","This Court has hearing enhancement facilities.","32"
"4559","20","This Court has hearing enhancement facilities.","34"
"4560","20","This Court has hearing enhancement facilities.","35"
"4563","20","This Court has hearing enhancement facilities.","39"
"4564","20","This Court has hearing enhancement facilities.","40"
"4565","20","This Court has hearing enhancement facilities.","42"
"4566","20","This Court has loop hearing system on the Counter.","43"
"4567","20","This Court has hearing enhancement facilities.","45"
"4569","20","This Court has hearing enhancement facilities.","48"
"4570","20","This Court has hearing enhancement facilities.","49"
"4571","20","This Court has hearing enhancement facilities.","50"
"4573","20","This Court has hearing enhancement facilities.","53"
"4574","20","This Court has hearing enhancement facilities.","54"
"4576","20","Hearing facilities are fixed in some Courtrooms and mobile units available for use in others.","56"
"4577","20","This Court has hearing enhancement facilities.","58"
"4578","20","This Court has hearing enhancement facilities.","59"
"4581","20","This Court has hearing enhancement facilities.","64"
"4582","20","This Court has hearing enhancement facilities.","65"
"4583","20","This Court has hearing enhancement facilities.","66"
"4586","20","This Court has hearing enhancement facilities.","70"
"4587","20","This Court has loop hearing facilities in Courtroom 1 and Reception.","71"
"4588","20","This Court has hearing enhancement facilities.","73"
"4589","20","This Court has hearing enhancement facilities.","74"
"4590","20","This Court has hearing enhancement facilities.","78"
"4591","20","This Court has hearing enhancement facilities.","79"
"4592","20","This Court has hearing enhancement facilities.","80"
"4593","20","This Court has hearing enhancement facilities.","81"
"4595","20","This Court has hearing enhancement facilities.","85"
"4596","20","This court has a hearing loop system.","86"
"4597","20","A loop hearing facility is available in Courtrooms only.","87"
"4598","20","This Court has Loop Hearing facilities available on request.","88"
"4601","20","This Court has hearing enhancement facilities.","94"
"4602","20","This Court has hearing enhancement facilities.","96"
"4606","20","This Court has hearing enhancement facilities.","101"
"4607","20","This Court has hearing enhancement facilities.","104"
"4609","20","This Court has hearing enhancement facilities.","108"
"4611","20","This Court has hearing enhancement facilities.","110"
"4612","20","This Court has loop hearing facilities.","111"
"4613","20","This Court has hearing enhancement facilities.","112"
"4614","20","This Court has hearing enhancement facilities.","113"
"4615","20","Hearing facilities can be arranged with sufficient notice.","114"
"4616","20","This Court has hearing enhancement facilities.","115"
"4617","20","This court has a hearing loop system.","118"
"4618","20","This court has a hearing loop system.","121"
"4619","20","This Court has hearing enhancement facilities.","123"
"4621","20","Hearing enhancement facilities are available on request.","125"
"4622","20","This Court has hearing enhancement facilities within the Three Courtrooms. Please notify an usher if you require these.","126"
"4623","20","This Court has hearing enhancement facilities.","127"
"4624","20","This Court has hearing enhancement facilities.","128"
"4625","20","This Court has hearing enhancement facilities.","129"
"4626","20","This Court has hearing enhancement facilities.","130"
"4627","20","This Court has hearing enhancement facilities.","132"
"4628","20","Sound reinforcement as well as fixed and portable induction loop facilities are available.","136"
"4630","20","Hearing facilities can be provided upon prior notice being given.","138"
"4631","20","This Court has hearing enhancement facilities.","143"
"4632","20","This Court has hearing enhancement facilities.","145"
"4633","20","This Court has hearing enhancement facilities.","148"
"4635","20","This Court has hearing enhancement facilities.","150"
"4638","20","This Court has hearing enhancement facilities.","159"
"4639","20","This Court has hearing enhancement facilities.","160"
"4640","20","This Court has hearing enhancement facilities.","161"
"4641","20","This Court has hearing enhancement facilities.","163"
"4642","20","This court has hearing enhancement facilities based on an infrared system. This may not be suitable for all hearing aid users.","165"
"4644","20","This Court has hearing enhancement facilities.","167"
"4645","20","This Court has hearing enhancement facilities.","169"
"4648","20","This Court has hearing enhancement facilities.","176"
"4649","20","This court has a hearing loop system.","177"
"4650","20","This Court has hearing enhancement facilities.","178"
"4651","20","This Court has hearing enhancement facilities.","180"
"4652","20","This Court has hearing enhancement facilities.","181"
"4653","20","This Court has hearing enhancement facilities.","183"
"4654","20","This Court has hearing enhancement facilities.","541"
"4656","20","This Court has hearing enhancement facilities.","186"
"4657","20","This Court has hearing enhancement facilities.","187"
"4659","20","This court has a hearing loop system.","189"
"4660","20","A loop hearing facility is available in Courtroom and main Counter area.","190"
"4661","20","This Court has hearing enhancement facilities.","191"
"4662","20","Portable loop devices are available at this Court, available by prior arrangement.","192"
"4663","20","This Court has hearing enhancement facilities.","193"
"4665","20","This Court has hearing enhancement facilities.","198"
"4666","20","This Court has hearing enhancement facilities.","199"
"4668","20","This Court has hearing enhancement facilities.","201"
"4670","20","This court has a hearing loop system.","205"
"4671","20","This Court has hearing enhancement facilities.","206"
"4672","20","A hearing loop facility is available in both Courtrooms and at the public counter.","207"
"4673","20","For details of this Court's hearing facilities please contact the Disabled Person's Officer.","208"
"4674","20","This Court has hearing enhancement facilities.","209"
"4676","20","This Court has hearing enhancement facilities.","211"
"4678","20","This Court has hearing enhancement facilities.","213"
"4679","20","This Court has hearing enhancement facilities.","214"
"4680","20","This Court has hearing enhancement facilities.","216"
"4681","20","This Court has hearing enhancement facilities.","217"
"4682","20","This Court has loop hearing facilities in Court 1 only.","218"
"4685","20","This Court has hearing enhancement facilities.","223"
"4686","20","Loop hearing facilities are available ourt roomsby prior arrangement","228"
"4687","20","This Court has hearing enhancement facilities.","229"
"4688","20","This Court has hearing enhancement facilities.","230"
"4689","20","This Court has hearing enhancement facilities.","231"
"4690","20","This Court has hearing enhancement facilities.","233"
"4691","20","This Court has hearing enhancement facilities.","235"
"4694","20","This Court has hearing enhancement facilities.","243"
"4697","20","This Court has hearing enhancement facilities.","248"
"4698","20","This Court has hearing enhancement facilities.","249"
"4700","20","This Court has hearing enhancement facilities.","252"
"4701","20","This Court has hearing enhancement facilities.","253"
"4702","20","This Court has hearing enhancement facilities.","254"
"4703","20","This Court has hearing enhancement facilities in the Courtrooms and Reception desk.","255"
"4704","20","This Court has hearing enhancement facilities.","257"
"4705","20","This Court has loop hearing facilities available in Courts 2 and 3.","258"
"4708","20","This Court has hearing enhancement facilities.","261"
"4709","20","This Court has hearing enhancement facilities.","262"
"4711","20","This Court has hearing enhancement facilities.","266"
"4712","20","This Court has hearing enhancement facilities.","267"
"4713","20","This Court has an infra red hearing system in Court number 1.","268"
"4714","20","This Court has hearing enhancement facilities.","269"
"4716","20","This Court has hearing enhancement facilities.","271"
"4717","20","This Court has hearing enhancement facilities.","272"
"4719","20","This Court has hearing enhancement facilities.","274"
"4720","20","Hearing enhancement systems, for use whether or not you wear a hearding aid, are installed in some Courts.","275"
"4721","20","This court has a hearing loop system.","276"
"4722","20","This Court has hearing enhancement facilities.","277"
"4724","20","This Court has hearing enhancement facilities.","282"
"4725","20","This Court has hearing enhancement facilities.","284"
"4726","20","This Court has hearing enhancement facilities.","285"
"4727","20","This Court has hearing enhancement facilities.","287"
"4728","20","This Court has hearing enhancement facilities.","288"
"4729","20","This Court has hearing enhancement facilities.","289"
"4733","20","This Court has hearing enhancement facilities.","296"
"4734","20","This Court has hearing enhancement facilities.","300"
"4735","20","This Court has hearing enhancement facilities.","301"
"4740","20","This Court has hearing enhancement facilities.","308"
"4741","20","This Court has hearing enhancement facilities.","309"
"4742","20","This Court has hearing enhancement facilities.","310"
"4743","20","This Court has hearing enhancement facilities.","311"
"4745","20","This Court has hearing enhancement facilities.","313"
"4746","20","This Court has hearing enhancement facilities.","315"
"4748","20","This Court has hearing enhancement facilities.","321"
"4749","20","This Court has hearing enhancement facilities.","323"
"4750","20","This Court has hearing enhancement facilities.","325"
"4751","20","This Court has hearing enhancement facilities.","326"
"4752","20","This Court has hearing enhancement facilities.","327"
"4753","20","This Court has hearing enhancement facilities.","328"
"4754","20","This Court has hearing enhancement facilities.","330"
"4757","20","This Court has hearing enhancement facilities.","334"
"4758","20","This Court has hearing enhancement facilities.","335"
"4759","20","Loop hearing assistance is available in various Courtrooms - please contact the listing officer for information. Voice enhancement facilities are also available from the enquiries desk on the first floor.","337"
"4760","20","This Court has hearing enhancement facilities.","340"
"4761","20","This Court has hearing enhancement facilities.","341"
"4762","20","This Court has hearing enhancement facilities.","342"
"4763","20","Hearing enhancement facilities are available on request in court rooms, hearing rooms and near the security arch at the public entrance.","344"
"4764","20","A loop hearing facility is available in all courtrooms and at the security arch by the public entrance.","345"
"4766","20","This Court has a portable system that can be booked prior a hearing.","349"
"4767","20","This Court has hearing enhancement facilities.","351"
"4768","20","This Court has hearing enhancement facilities.","352"
"4769","20","This Court has hearing enhancement facilities.","353"
"4771","20","A mobile hearing enhancement system available in all Courts.","357"
"4773","20","This Court has loop hearing facilities in Courts 2 and 3.","359"
"4774","20","This court has a hearing loop system.","360"
"4775","20","This court has a hearing loop system at the Counter area only.","361"
"4776","20","This court has a hearing loop system.","362"
"4779","20","This Court has hearing enhancement facilities.","370"
"4780","20","This Court has hearing enhancement facilities.","373"
"4781","20","This Court has hearing enhancement facilities.","374"
"4782","20","This Court has hearing enhancement facilities.","375"
"4784","20","This Court has hearing enhancement facilities.","378"
"4786","20","This Court has hearing enhancement facilities.","380"
"4787","20","This Court has hearing enhancement facilities.","381"
"4789","20","This Court has hearing enhancement facilities.","383"
"4790","20","This Court has hearing enhancement facilities.","386"
"4794","20","This Court has hearing enhancement facilities.","390"
"4797","20","This Court has hearing enhancement facilities.","394"
"4798","20","This Court has hearing enhancement facilities.","395"
"4799","20","This court has a hearing loop system.","400"
"4802","20","This Court has hearing enhancement facilities.","408"
"4803","20","This Court has hearing enhancement facilities.","409"
"4804","20","This court has a hearing loop system.","411"
"4805","20","This court has a hearing loop system.","412"
"4806","20","This court has a hearing loop system.","413"
"4807","20","This Court has loop hearing systems in place at the public counter.","414"
"4808","20","This court has a hearing loop system.","415"
"4811","20","This Court has hearing enhancement facilities.","421"
"4812","20","This Court has hearing enhancement facilities.","423"
"4814","20","This office has hearing enhancement facilities.","425"
"4815","20","This Court has hearing enhancement facilities.","427"
"4817","20","This court has a hearing loop system.","430"
"4818","20","This court has a hearing loop system.","431"
"4819","20","This Court has hearing enhancement facilities.","432"
"4820","20","This Court has hearing enhancement facilities.","433"
"4821","20","This Court has hearing enhancement facilities.","438"
"4822","20","This Court has hearing enhancement facilities.","440"
"4823","20","This Court has hearing enhancement facilities.","443"
"4824","20","This Court has hearing enhancement facilities.","445"
"4825","20","This Court has hearing enhancement facilities.","446"
"4826","20","This Court has hearing enhancement facilities.","448"
"4827","20","This Court has hearing enhancement facilities.","449"
"4828","20","This Court has hearing enhancement facilities.","450"
"4829","20","This Court has hearing enhancement facilities.","452"
"4830","20","This Court has hearing enhancement facilities.","453"
"4831","20","This Court has hearing enhancement facilities.","455"
"4832","20","This Court has hearing enhancement facilities.","456"
"4833","20","This Court has hearing enhancement facilities.","457"
"4836","20","This Court has hearing enhancement facilities at one counter and available for use in courts.","460"
"4838","20","This Court has loop hearing facilities at the Reception, Information desk and in each Courtroom.","462"
"4841","20","A loop hearing facility is available in the Counter area and Court's 1,2 and 3.","468"
"4842","20","This Court has hearing enhancement facilities.","469"
"4844","20","This Court has hearing enhancement facilities.","471"
"4849","20","This Court has hearing enhancement facilities.","481"
"4850","20","This Court has hearing enhancement facilities.","484"
"4851","20","This court has a hearing loop system.","485"
"4852","20","This Court has hearing enhancement facilities.","486"
"4853","20","A Hearing Induction Loop facility is available in various Courtrooms (please contact the listing officer). Voice Enhancement facilities are available on both ground floor and first floor enquiry desks","487"
"4857","20","This Court has hearing enhancement facilities.","492"
"4858","20","This Court has a portable system available for use in Courtrooms. There is also a free standing system available which can be moved into any Courtroom.","493"
"4859","20","This Court has hearing enhancement facilities.","494"
"4861","20","This Court has hearing enhancement facilities.","497"
"4862","20","This Court has hearing enhancement facilities.","498"
"4863","20","This Court has hearing enhancement facilities.","499"
"4864","20","This Court has hearing enhancement facilities.","500"
"4866","20","This Court has hearing enhancement facilities.","504"
"4868","20","This Court has hearing enhancement facilities.","506"
"4869","20","This Court has hearing enhancement facilities.","507"
"4870","20","This Court has hearing enhancement facilities.","508"
"4877","20","The loop hearing facility is available at the Counter and in Chambers.","519"
"4878","20","This Court has hearing enhancement facilities located in courtrooms, courthouse reception desk and payment counter.","520"
"4879","20","This Court has hearing enhancement facilities.","523"
"4880","20","This Court has hearing enhancement facilities.","524"
"4882","20","This Court has hearing enhancement facilities.","530"
"4883","20","This Court has hearing enhancement facilities.","531"
"4885","20","This Court has hearing enhancement facilities.","534"
"4886","20","This Court has hearing enhancement facilities.","535"
"4887","20","This Court has an infra red hearing system.","536"
"4888","20","This Court has hearing enhancement facilities.","540"
"4889","20","This Court has hearing enhancement facilities.","544"
"4890","20","This Court has hearing enhancement facilities.","545"
"4891","20","This Court has hearing enhancement facilities.","547"
"4892","20","This Court has hearing enhancement facilities.","548"
"4893","20","This Court has hearing enhancement facilities.","551"
"4894","20","This Court has hearing enhancement facilities.","552"
"4895","20","This Court has hearing enhancement facilities.","553"
"4896","20","This Court has hearing enhancement facilities.","554"
"4897","20","This Court has hearing enhancement facilities.","556"
"4899","20","This Court has hearing enhancement facilities.","559"
"4900","20","This court has hearing enhancement facilities.","562"
"4901","20","This Court has hearing enhancement facilities.","563"
"4902","20","This Court has hearing enhancement facilities.","564"
"4903","20","This Court has hearing enhancement facilities.","565"
"4904","20","This Court has hearing enhancement facilities.","567"
"4905","20","This Court has hearing enhancement facilities.","568"
"4909","20","This Court has hearing enhancement facilities.","575"
"4910","20","This Court has hearing enhancement facilities.","578"
"4913","20","This Court has hearing enhancement facilities.","583"
"4917","20","This court has a hearing loop system.","589"
"4918","20","This court has a hearing loop system.","590"
"4919","20","This Court has hearing enhancement facilities.","591"
"4920","20","This Court has hearing enhancement facilities.","592"
"4921","20","This Court has hearing enhancement facilities.","593"
"4923","20","This Court has hearing enhancement facilities.","597"
"4924","20","Loop hearing facilities are available in both Courtrooms.","598"
"4925","20","This Court has hearing enhancement facilities.","600"
"4926","20","This Court has hearing enhancement facilities.","602"
"4927","20","This Court has hearing enhancement facilities.","603"
"4928","20","This Court has hearing enhancement facilities.","605"
"4929","20","This Court has loop hearing facilities at public counter.","606"
"4931","20","This Court has hearing enhancement facilities.","609"
"4933","20","This Court has hearing enhancement facilities.","613"
"4934","20","Hearing loops available in courtrooms and at public counter.","616"
"4935","20","Hearing loops available in courtrooms and at public counter.","617"
"4936","20","This Court has hearing enhancement facilities.","618"
"4937","20","This Court has hearing enhancement facilities.","619"
"4938","20","This Court has hearing enhancement facilities.","622"
"4940","20","This Court has hearing enhancement facilities.","627"
"4941","20","This Court has hearing enhancement facilities.","628"
"4942","20","This Court has hearing enhancement facilities.","629"
"4943","20","This Court has hearing enhancement facilities.","630"
"4945","20","Loop hearing facilities are available in both Reception points, ground floor, first floor as well as Courtrooms 1 and 3.","634"
"4946","20","This Court has hearing enhancement facilities.","635"
"4948","20","This Court has hearing enhancement facilities.","641"
"4950","20","This Court has hearing enhancement facilities.","648"
"4951","20","A loop hearing facility is available in the public Counter area.","650"
"4952","20","This Court has hearing enhancement facilities.","653"
"4953","20","This Court has hearing enhancement facilities.","654"
"4957","20","This Court has hearing enhancement facilities.","659"
"4958","20","This Court has hearing enhancement facilities.","661"
"4959","20","This Court has hearing enhancement facilities.","662"
"4964","20","This Court has hearing enhancement facilities.","671"
"4965","20","This Court has hearing enhancement facilities.","672"
"4966","20","This Court has hearing enhancement facilities.","673"
"4967","20","This Court has hearing enhancement facilities.","676"
"4968","20","This Court has hearing enhancement facilities.","678"
"4969","20","This Court has hearing enhancement facilities.","679"
"4970","20","Sound reinforcement as well as fixed and portable induction loop facilities are available.","680"
"4971","20","This Court has hearing enhancement facilities.","681"
"4972","20","This Court has hearing enhancement facilities.","683"
"4974","20","There is a Loop hearing facility at the Counter, but only available in the Courtroom by prior arrangement.","689"
"4975","20","This Court has hearing enhancement facilities.","691"
"4977","20","This Court has hearing enhancement facilities.","22"
"4978","20","This Court has hearing enhancement facilities.","62"
"4980","20","This Court has hearing enhancement facilities.","116"
"4981","20","This court has a hearing loop system.","119"
"4982","20","This court has a hearing loop system.","120"
"4983","20","This Court has hearing enhancement facilities.","157"
"4984","20","This Court has hearing enhancement facilities.","215"
"4986","20","Courtrooms and reception are fitted with hearing loop equipment.","292"
"4987","20","This Court has hearing enhancement facilities.","333"
"4991","20","This Court has hearing enhancement facilities.","422"
"4992","20","This court has a hearing loop system.","426"
"4996","20","This Court has hearing enhancement facilities.","608"
"4997","20","This Court has hearing enhancement facilities.","612"
"5001","20","This Court has hearing enhancement facilities.","692"
"5002","20","This Court has hearing enhancement facilities.","693"
"7351","31","This court has <a href=""http://www.btopenzone.com/"" title=""Please note: this is an external link and will open a news browser window"" target=""_blank"">wireless Internet access</a> available within the building","56"
"7352","31","This court has <a href=""http://www.btopenzone.com/"" title=""Please note: this is an external link and will open a news browser window"" target=""_blank"">wireless Internet access</a> available within the building","341"
"7353","31","This court has <a href=""http://www.btopenzone.com/"" title=""Please note: this is an external link and will open a news browser window"" target=""_blank"">wireless Internet access</a> available within the building","357"
"7356","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">This Court has a wireless network hotspot.</a>","659"
"7357","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","695"
"7359","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","697"
"7360","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","698"
"7362","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","700"
"7363","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","701"
"7364","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","702"
"7365","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","703"
"7366","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","704"
"7367","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","705"
"7368","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","706"
"7370","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","708"
"7371","31","<a target=""_blank"" href=""http://www.btopenzone.com/"">The Royal Courts of Justice have wireless computer hotspots in the Great Hall, Café 26 and the Queen's Building.</a>","709"
"7373","1","This Court has baby changing facilities","221"
"7374","5","This Court has a children's room.","221"
"7377","15","Guide dogs are welcome at this Court.","221"
"7402","18","This Court has private interview rooms.","30"
"7403","1","This Court has baby changing facilities on the ground floor within the disabled toilet.","256"
"7404","5","There is a Childrens room on the 1st floor. In addition there is a portable toy box available.","256"
"7407","15","Guide dogs are welcome at this Court.","256"
"7409","20","Loop hearing facilities are available at the ground floor counter.","256"
"7411","18","There are up to six private interview rooms on the ground floor, with a further six on the second floor.","256"
"7417","1","There are baby changing facilities on the ground floor.","172"
"7420","15","Guide dogs are welcome at this court.","172"
"7423","20","Loop hearing facilities are available at the public counters and on request in hearing rooms with prior notice.","172"
"7425","18","Private interview rooms are available but in high demand. Anyone with specific special needs should contact the Court prior to the hearing.","172"
"7431","15","Guide dogs are welcome at this Court.","452"
"7455","1","This Court has baby changing facilities.","675"
"7456","5","There is a childrens room at this Court.","675"
"7458","15","Guide dogs are welcome at this Court","675"
"7460","20","Loop hearing facilities are available at this Court.","675"
"7463","18","Private interview rooms are available at this Court.","675"
"7488","15","Guide dogs are allowed in this Court.","636"
"7490","20","This Court has hearing enhancement facilities.","636"
"7491","18","Three private interview rooms are available in this Court.","636"
"7498","1","This Court has baby changing facilities.","84"
"7505","20","Loop hearing facilities are available at this Court.","84"
"7507","18","Eighteen private interview rooms are available in this Court.","84"
"7513","1","Baby changing facilities are available at this Court.","396"
"7517","15","Guide dogs are welcome at this Court.","396"
"7520","20","Loop hearing facilities are available in Court 2.","396"
"7522","18","Private interview rooms are available in this Court.","396"
"7527","1","This Court has baby changing facilities.","601"
"7534","15","Guide dogs are welcome at this Court.","601"
"7535","18","Eight interview rooms are available at this Court.","601"
"7537","20","This Court has hearing enhancement facilities.","601"
"7557","1","This Court has baby changing facilities","133"
"7561","15","Guide dogs are welcome to this Court.","133"
"7564","20","This court has a hearing loop system.","133"
"7566","18","Interview rooms are available at this court.","133"
"7610","20","A loop hearing system is installed at the Court Counter.","320"
"7612","1","Baby changing facilities are available in the ground floor public toilets.","441"
"7616","15","Guide dogs are welcome at this Court.","441"
"7619","20","Loop hearing facilities are available at the Counters and Courtrooms.","441"
"7621","18","Private interview rooms are available on the first floor.","441"
"7710","1","Baby changing facilties are located in the disabled toilets on the ground floor.","255"
"7711","1","This Court has baby changing facilities.","25"
"7717","15","Guide dogs are welcome at this court.","25"
"7719","18","There are rooms for Defence Witnesses, Prosecution Witnesses, Duty Solicitors, CPS, Advocates and two private interview rooms.","25"
"7721","20","This Court has hearing enhancement facilities.","25"
"7737","1","Baby changing facilities are available on the ground and the third floors.","156"
"7739","5","The Court has a childrens area on the Second floor.","156"
"7742","15","Guide dogs are welcome at this Court.","156"
"7745","20","This Court has hearing enhancement facilities.","156"
"7747","18","There are private interview rooms on the ground, first and second floors.","156"
"7766","15","Guide dogs are welcome at this Court.","84"
"7794","15","Guide dogs are welcome at this Court.","286"
"7797","20","There are loop hearing facilities at this Court.","286"
"7799","18","Private interview rooms are available at this Court.","286"
"7822","15","Guide dogs are welcome at this Court.","240"
"7825","18","Private interview rooms are available at this Court.","240"
"7843","1","This Court has baby changing facilities available on the 2nd floor concourse.","302"
"7849","15","Guide Dogs are welcome at this Court.","302"
"7850","18","Eight interview rooms are available at this court.","302"
"7852","20","This Court has hearing enhancement facilities.","302"
"7875","5","This court has a children?s room facility.","361"
"7877","1","Baby changing facilities are available at this Court.","385"
"7879","5","This Court has a children's room.","385"
"7880","15","Guide dogs are welcome at this Court.","385"
"7883","20","Loop hearing facilities are available at this Court.","385"
"7885","18","Private interview rooms are avilable at this Court.","385"
