"court_email_id","court_email_desc","court_email_addr","court_id"
"539","Hearings:","hearings@newcastle.countycourt.gsi.gov.uk","423"
"540","Family:","family@newcastle.countycourt.gsi.gov.uk","423"
"541","Enquiries:","enquiries@newcastle.countycourt.gsi.gov.uk","423"
"543","County Court Hearings:","hearings@warwick.countycourt.gsi.gov.uk","637"
"544","County Court Bankruptcy:","bankruptcy@warwick.countycourt.gsi.gov.uk","637"
"545","County Court Enquiries:","enquiries@warwick.countycourt.gsi.gov.uk
","637"
"546","Crown Court Listing and Case Progression:","listingandcaseprogression@warwick.crowncourt.gsi.gov.uk
","637"
"547","Crown Court Enquiries:","crowncourtenquiries@warwick.crowncourt.gsi.gov.uk","637"
"548","Crown Court Clerks:","courtclerks@warwick.crowncourt.gsi.gov.uk","637"
"552","Enquiries:","av-weston.mc@hmcts.gsi.gov.uk","651"
"554","Case Progression:","caseprogression@croydon.crowncourt.gsi.gov.uk","726"
"555","Enquiries:","enquiries@croydon.crowncourt.gsi.gov.uk","726"
"556","Expense:","expense@croydon.crowncourt.gsi.gov.uk","726"
"557","Listing:","listing@croydon.crowncourt.gsi.gov.uk","726"
"558","Results:","results@croydon.crowncourt.gsi.gov.uk","726"
"559","Bailiffs:","bailiffs@grimsby.countycourt.gsi.gov.uk","252"
"560","e-Filing:","e-filing@grimsby.countycourt.gsi.gov.uk","252"
"562","Family:","family@grimsby.countycourt.gsi.gov.uk","252"
"563","Hearings:","hearings@grimsby.countycourt.gsi.gov.uk","252"
"566","Bailiffs:","bailiffs@barnet.countycourt.gsi.gov.uk","30"
"567","e-Filing:","e-filing@barnet.countycourt.gsi.gov.uk","30"
"568","Enquiries:","enquiries@barnet.countycourt.gsi.gov.uk","30"
"569","Family:","family@barnet.countycourt.gsi.gov.uk","30"
"570","Hearings:","hearings@barnet.countycourt.gsi.gov.uk","30"
"578","Enquiries and e-filing:","cambridgecountyenquiries@hmcts.gsi.gov.uk","125"
"579","Family:","cambridgecountyfamily@hmcts.gsi.gov.uk
","125"
"580","Hearings:","cambridgecountyhearings@hmcts.gsi.gov.uk
","125"
"581","Enquiries:","dy-pembsmcinfo@hmcts.gsi.gov.uk","730"
"583","Chancery:","birmingham.chancery@hmcts.gsi.gov.uk","54"
"585","Mercantile:","birmingham.mercantile@hmcts.gsi.gov.uk","54"
"586","For matters relating to the issue, and consideration on paper, of applications:","administrativecourtoffice.generaloffice@hmcts.x.gsi.gov.uk","697"
"587","For matters relating to listed cases:","administrativecourtoffice.listoffice@hmcts.x.gsi.gov.uk","697"
"588","For matters relating to orders made at hearings:","administrativecourtoffice.courtclerks@hmcts.x.gsi.gov.uk","697"
"589","Enquiries:","bd-lutonmcenq@hmcts.gsi.gov.uk","373"
"590","Listing:","bd-lutonmclist@hmcts.gsi.gov.uk","373"
"591","Listing:","bd-bedfordmclist@hmcts.gsi.gov.uk
","45"
"592","Bailiffs:","bailiffs@liverpool.countycourt.gsi.gov.uk","735"
"593","e-Filing:","e-filing@liverpool.countycourt.gsi.gov.uk","735"
"594","Enquiries:","enquiries@liverpool.countycourt.gsi.gov.uk","735"
"595","Family:","family@liverpool.countycourt.gsi.gov.uk","735"
"596","Hearings:","hearings@liverpool.countycourt.gsi.gov.uk","735"
"597","Bailiffs:","bailiffs@scarborough.countycourt.gsi.gov.uk","517"
"598","e-Filing:","e-filing@scarborough.countycourt.gsi.gov.uk","517"
"599","Enquiries:","enquiries@scarborough.countycourt.gsi.gov.uk","517"
"600","Family:","family@scarborough.countycourt.gsi.gov.uk","517"
"601","Hearings:","hearings@scarborough.countycourt.gsi.gov.uk","517"
"602","Enquiries:","gs-glosmcsecretar@hmcts.gsi.gov.uk","153"
"603","Enquiries:","gs-secretariat@hmcts.gsi.gov.uk","581"
"605","Enquiries:","gs-glosmcsecretar@hmcts.gsi.gov.uk","244"
"609","Enquiries:","enquiries@gloucester.countycourt.gsi.gov.uk","242"
"610","Bailiffs:","bailiffs@gloucester.countycourt.gsi.gov.uk","242"
"611","e-Filing:","e-filing@gloucester.countycourt.gsi.gov.uk","242"
"612","Family:","family@gloucester.countycourt.gsi.gov.uk","242"
"613","Hearings:","hearings@gloucester.countycourt.gsi.gov.uk","242"
"619","Enquiries:","enquiries@newportgwent.countycourt.gsi.gov.uk","426"
"624","Enquiries:","enquiries@mold.countycourt.gsi.gov.uk","411"
"626","Family:","family@peterborough.countycourt.gsi.gov.uk","469"
"630","Enquiries:","david.allen@hmcts.gsi.gov.uk","736"
"634","Trial enquiries:","ha-swestprogression@hmcts.gsi.gov.uk","551"
"635","Witness Service:","ws.sotonmc@victimsupport.org.uk","551"
"638","e-Filing:","e-filing@uxbridge.countycourt.gsi.gov.uk","622"
"639","Enquiries:","enquiries@uxbridge.countycourt.gsi.gov.uk","622"
"640","Hearings:","hearings@barnstaple.countycourt.gsi.gov.uk
","34"
"641","Enquiries:","av-central-accounts@hmcts.gsi.gov.uk","737"
"645","Payment enquiries:","sfupaymentsquery@hmcts.gsi.gov.uk","739"
"647","Personal Application enquiries","BirminghamDPRenquiries@hmcts.gsi.gov.uk","57"
"648","Personal Application enquiries","BodminPSRenquiries@hmcts.gsi.gov.uk","72"
"651","Personal Application enquiries","CardiffDPRenquiries@hmcts.gsi.gov.uk","134"
"653","Personal Application enquiries","CarmarthenPSRenquiries@hmcts.gsi.gov.uk","140"
"655","Personal Application enquiries","ExeterPSRenquiries@hmcts.gsi.gov.uk","229"
"658","Personal Application enquiries","LincolnPSRenquiries@hmcts.gsi.gov.uk","355"
"659","Personal Application enquiries","liverpool.dpr@hmcts.gsi.gov.uk","358"
"660","Personal Application enquiries","MaidstonePSRenquiries@hmcts.gsi.gov.uk","382"
"661","Enquiries:","newcastle.dpr@hmcts.gsi.gov.uk","405"
"662","Personal Application enquiries","NewcastleDPRenquiries@hmcts.gsi.gov.uk","424"
"663","Personal Application enquiries","SheffieldPSRenquiries@hmcts.gsi.gov.uk","526"
"664","Personal Application enquiries","Stoke-on-TrentPSRenquiries@hmcts.gsi.gov.uk","574"
"666","Personal Application enquiries","LeedsDPRenquiries@hmcts.gsi.gov.uk","694"
"672","Enquiries:","enquiries@wandsworth.countycourt.gsi.gov.uk","631"
"673","County Court Family team:","family@southampton.countycourt.gsi.gov.uk","550"
"674","County Court Bailiffs:","bailiffs@southampton.countycourt.gsi.gov.uk","550"
"675","County Court hearings:","hearings@southampton.countycourt.gsi.gov.uk","550"
"676","County Court enquiries:","enquiries@southampton.countycourt.gsi.gov.uk","550"
"677","County Court e-Filing:","e-filing@southampton.countycourt.gsi.gov.uk","550"
"678","Crown Court case progression:","southamptoncrncaseprogression@hmcts.gsi.gov.uk","550"
"679","Crown Court enquiries:","southamptoncrnenquiries@hmcts.gsi.gov.uk","550"
"680","Crown Court expenses enquiries:","southamptoncrnexpenses@hmcts.gsi.gov.uk","550"
"681","Crown Court result enquires:","southamptoncrnresults@hmcts.gsi.gov.uk","550"
"682","Crown Court listing enquiries:","southamptoncrnlisting@hmcts.gsi.gov.uk","550"
"683","Enquiries:","ha-basingmcenquiry@hmcts.gsi.gov.uk","42"
"685","Enquiries:","ha-basingmcenquiry@hmcts.gsi.gov.uk","16"
"686","Enquiries:","ha-aldermcenquiry@hmcts.gsi.gov.uk","13"
"687","Enquiries:","ha-aldermcenquiry@hmcts.gsi.gov.uk","10"
"688","Criminal scheduling:","ha-portsmclist@hmcts.gsi.gov.uk","484"
"689","Case progression:","ha-southprogression@hmcts.gsi.gov.uk","484"
"690","Enquiries:","ha-portsmcenquiry@hmcts.gsi.gov.uk","484"
"691","General enquiries:","enquiries@portsmouth.countycourt.gsi.gov.uk","483"
"692","Criminal listing:","portsmouth.listing@portsmouth.crowncourt.gsi.gov.uk","483"
"693","Family:","family@portsmouth.countycourt.gsi.gov.uk","483"
"694","Bailiffs:","bailiffs@portsmouth.countycourt.gsi.gov.uk","483"
"695","Hearings:","hearings@portsmouth.countycourt.gsi.gov.uk","483"
"696","e-Filing:","e-filing@portsmouth.countycourt.gsi.gov.uk","483"
"697","Witness service:","hiow.wssoutheast@victimsupport.org.uk","483"
"698","Bailiffs:","bailiffs@uxbridge.countycourt.gsi.gov.uk","622"
"699","Family:","family@uxbridge.countycourt.gsi.gov.uk","622"
"700","Hearings:","hearings@uxbridge.countycourt.gsi.gov.uk","622"
"701","Criminal scheduling:","ha-portsmclist@hmcts.gsi.gov.uk","230"
"702","Case progression:","ha-southprogression@hmcts.gsi.gov.uk","230"
"704","Listing Office:","comct.listing@hmcts.gsi.gov.uk","744"
"705","Listing Office:","comct.listing@hmcts.gsi.gov.uk","695"
"706","Listing Office:","comct.listing@hmcts.gsi.gov.uk","745"
"709","Registry:","comct.registry@hmcts.gsi.gov.uk","695"
"710","Registry:","comct.registry@hmcts.gsi.gov.uk","745"
"711","Registry:","comct.registry@hmcts.gsi.gov.uk","744"
"712","Admiralty Court:","admiralty.bus@hmcts.gsi.gov.uk","744"
"714","Enquiries:","enquiries@willesden.countycourt.gsi.gov.uk","661"
"715","Hearings:","hearings@willesden.countycourt.gsi.gov.uk

","661"
"716","Bailiffs:","bailiffs@willesden.countycourt.gsi.gov.uk","661"
"717","e-Filing:","e-filing@willesden.countycourt.gsi.gov.uk","661"
"718","Family:","family@willesden.countycourt.gsi.gov.uk","661"
"719","Enquiries:","enquiries@southend.countycourt.gsi.gov.uk","552"
"720","Witness Service:","mcws.stratford@vslondon.org","578"
"721","Enquiries:","enquiries@slough.countycourt.gsi.gov.uk","538"
"722","Bailiff:","bailiffs@slough.countycourt.gsi.gov.uk
","538"
"723","Bailiff:","Bailiffs@clerkenwellandshoreditch.countycourt.gsi.gov.uk","170"
"724","e-filing:","e-filing@clerkenwellandshoreditch.countycourt.gsi.gov.uk","170"
"725","enquiries:","enquiries@clerkenwellandshoreditch.countycourt.gsi.gov.uk","170"
"726","family:","family@clerkenwellandshoreditch.countycourt.gsi.gov.uk","170"
"727","hearings:","hearings@clerkenwellandshoreditch.countycourt.gsi.gov.uk","170"
"728","Enquiries","enquiries@gloucester.countycourt.gsi.gov.uk","152"
"734","Enquiries","enquiries@snaresbrook.crowncourt.gsi.gov.uk","539"
"736","Enquiries","ln-prestonmcenq@hmcts.gsi.gov.uk","487"
"738","North & West Yorkshire In-Court Mediator","hazel.hepworth@hmcts.gsi.gov.uk","341"
"739","Enquiries:","ln-reedleymcenq@hmcts.gsi.gov.uk","499"
"740","Family:","ln-reedleymcfam@hmcts.gsi.gov.uk","499"
"741","Bailiffs:","bailiffs@centrallondon.countycourt.gsi.gov.uk","145"
"742","e-Filing:","e-filing@centrallondon.countycourt.gsi.gov.uk","145"
"743","Enquiries:","enquiries@centrallondon.countycourt.gsi.gov.uk","145"
"744","Hearings:","hearings@centrallondon.countycourt.gsi.gov.uk","145"
"745","Telephone Hearings DJ:","djtelhearing.centrallondon@hmcts.gsi.gov.uk","145"
"746","Telephone Hearings CJ:","cjtelhearing.centrallondon@hmcts.gsi.gov.uk","145"
"748","Enquiries","gl-redbridgemcenq@hmcts.gsi.gov.uk","495"
"749",,"fixedpenaltyoffice@hampshire.pnn.police.uk","747"
"755","Witness Care Unit:","PYWCU@met.pnn.police.uk","105"
"756","Witness Service","Mcws.bromley@vsLondon.org","105"
"757","Listings & Case Management:","ln-reedleymclist@hmcts.gsi.gov.uk","108"
"758","Listings & Case Management:","ln-reedleymclist@hmcts.gsi.gov.uk","499"
"761","Enquiries (County Court):","enquiries@grimsby.countycourt.gsi.gov.uk","252"
"763","Crown Court Enquiries:","enquiries@plymouth.crowncourt.gsi.gov.uk","473"
"768","General enquiries Magistrates'","cb-enquiries@hmcts.gsi.gov.uk","749"
"770","Family enquiries","family@bury.countycourt.gsi.gov.uk","111"
"771","Bailiff enquiries","bailiffs@bury.countycourt.gsi.gov.uk","111"
"772","Hearing enquiries","hearings@bury.countycourt.gsi.gov.uk","111"
"773","General enquiries","enquiries@bury.countycourt.gsi.gov.uk","111"
"774","e-filing","e-filing@bury.countycourt.gsi.gov.uk","111"
"775","Family enquiries","ny-scarboroughmcfam@hmcts.gsi.gov.uk","518"
"776","Bailiffs:","bailiffs@manchester.countycourt.gsi.gov.uk","750"
"777","e-filing:","e-filing@manchester.countycourt.gsi.gov.uk","750"
"778","Enquiries:","enquiries@manchester.countycourt.gsi.gov.uk","750"
"779","Family & Divorce:","family@manchester.countycourt.gsi.gov.uk","750"
"780","Hearings:","hearings@manchester.countycourt.gsi.gov.uk","750"
"781",,"hu-beverleymcadmin@hmcts.gsi.gov.uk","49"
"787","Expert reports; list of documents; skeleton arguments/case summaries","e-filing@altrincham.countycourt.gsi.gov.uk","14"
"788","Progress on family cases","family@altrincham.countycourt.gsi.gov.uk","14"
"789","Progress on a warrant; confirmation of appointment; correspondence with a bailliff","bailiffs@altrincham.countycourt.gsi.gov.uk","14"
"790","Queries about hearing dates; dates to avoid","hearings@altrincham.countycourt.gsi.gov.uk","14"
"791","Chase up letters: court opening hours","enquiries@altrincham.countycourt.gsi.gov.uk","14"
"792","Crown Court Enquiries:","enquiries@carlisle.crowncourt.gsi.gov.uk","135"
"793","Crown Court Listings:","listing@carlisle.crowncourt.gsi.gov.uk","135"
"794","Crown Court Expenses:","expenses@carlisle.crowncourt.gsi.gov.uk","135"
"795","Crown Court Case Progression:","caseprogression@carlisle.crowncourt.gsi.gov.uk","135"
"796","Crown Court Case Results:","results@carlisle.crowncourt.gsi.gov.uk","135"
"797","Specialist hearngs","highcourtspecialisthearings@manchester.countycourt.gsi.gov.uk","750"
"798","Witness Service","enquiries@wsleeds.org.uk","341"
"799","e-filing","e-filing@stoke.countycourt.gsi.gov.uk","575"
"800","Family","family@stoke.countycourt.gsi.gov.uk","575"
"801","Bailiffs","bailiffs@stoke.countycourt.gsi.gov.uk","575"
"802","Hearings","hearings@stoke.countycourt.gsi.gov.uk","575"
"803","Enquiries","enquiries@stoke.county court.gsi.gov.uk","575"
"804","Family enquiries","family@plymouth.countycourt.gsi.gov.uk","473"
"805","Bailiff enquiries","bailiffs@plymouth.countycourt.gsi.gov.uk","473"
"806","Hearings","hearings@plymouth.countycourt.gsi.gov.uk","473"
"807","County Court e-filing","e-filing@plymouth.countycourt.gsi.gov.uk","473"
"808","Civil Enquiries","CivilSection.TruroCountyCourt@hmcts.gsi.gov.uk","616"
"809","Family Enquiries","FamilySection.TruroCountyCourt@hmcts.gsi.gov.uk","616"
"812","Scheduling enquiries","HA-NewportMCList@hmcts.gsi.gov.uk","429"
"815","Witness Service","hiow.wssoutheast@victimsupport.org.uk","484"
"816","Witness Service","hiow.wssoutheast@victimsupport.org.uk","230"
"817","Small Claims Mediation","hmcts.midlandsmediation@hmcts.gsi.gov.uk","54"
"819",,"av-confiscation.sw@hmcts. gsi.gov.uk","737"
"820","The Personal Support Unit","wandsworth@thepsu.co.uk","631"
"821","Enquiries:","enquiries@woolwich.crowncourt.gsi.gov.uk","676"
"822","Case Progression","caseprogression@woolwich.crowncourt.gsi.gov.uk","676"
"823","Listing","listing@woolwich.crowncourt.gsi.gov.uk","676"
"824","Court Manager","Woolwich.Crn.CM@hmcts.gsi.gov.uk","676"
"825","Accommodation/Customer Service Officer","Woolwich.Crn.ALO@hmcts.gsi.gov.uk","676"
"826","Office Manager","Results@woolwich.crown.court.gsi.gov.uk","676"
"827","Jury Manager","enquiries@woolwich.crowncourt.gsi.gov.uk","676"
"828","Court Clerk Manager","Woolwich.Crn.CCM@hmcts.gsi.gov.uk","676"
"829","Enquiries:","liverpooldprenquiries@hmcts.gsi.gov.uk","158"
"830","Filing documents","e-filing@kingston.countycourt.gsi.gov.uk	","329"
"831","General enquiries","enquiries@kingston.countycourt.gsi.gov.uk	","329"
"832","Family","family@kingston.countycourt.gsi.gov.uk	","329"
"833","Hearings","hearings@kingston.countycourt.gsi.gov.uk","329"
"834","Bailiffs","bailiffs@kingston.countycourt.gsi.gov.uk	","329"
"836","Enquiries","liverpool.dpr@hmcts.gsi.gov.uk","338"
"837","Personal Application enquiries","NottinghamPSRenquiries@hmcts.gsi.gov.uk","451"
"838","General enquiries","EastBerkshireMagistrates@hmcts.gsi.gov.uk","218"
"839","E-filing","e-filing@mayorsandcityoflondon.countycourt.gsi.gov.uk","394"
"840","Bailiffs","bailiffs@mayorsandcityoflondon.countycourt.gsi.gov.uk","394"
"841","Hearings","hearings@mayorsandcityoflondon.countycourt.gsi.gov.uk","394"
"842","Enquiries","enquiries@mayorsandcityoflondon.countycourt.gsi.gov.uk","394"
"843","Telephone hearings","Telephone.hearings@clerkenwellandshoreditch.countycourt.gsi.gov.uk","170"
"844","Enquiries","DarlingtonCountyCourt@hmcts.gsi.gov.uk","190"
"845","Enquiries","enquiries@chelmsford.countycourt.gsi.gov.uk","748"
"846","Enquiries","enquiries@harrogate.countycourt.gsi.gov.uk","267"
"847","Civil Enquiries:","CivilSection.TruroCountyCourt@hmcts.gsi.gov.uk","466"
"848","Family Enquiries:","FamilySection.TruroCountyCourt@hmcts.gsi.gov.uk","466"
"849","Enquiries","av-bathcounty@hmcts.gsi.gov.uk","43"
"850","Enquiries","kingslynn.cty.mail@hmcts.gsi.gov.uk","324"
"851","Helpdesk","enquiries@hitchin.countycourt.gsi.gov.uk","291"
"852","General enquiry e-mail:","newport.crn.cm@hmcts.gsi.gov.uk","430"
"853","Enquiries","Cardiff.crn.cm2@hmcts.gsi.gov.uk","132"
"854","Fixed Penalty Office Enquiries","dcfpoenquiries@hmcts.gsi.gov.uk","201"
"855","Mediation","mediation@manchester.countycourt.gsi.gov.uk","750"
"856","Crown Court Enquiries","swindon.enquiries@swindon.crowncourt.gsi.gov.uk","591"
"857","Enquiries","enquiries@ilford.countycourt.gsi.gov.uk","305"
"858","Family enquiries","family@ilford.countycourt.gsi.gov.uk","305"
"859","Hearings","hearings@ilford.countycourt.gsi.gov.uk","305"
"860","e-filing","e-filing@ilford.countycourt.gsi.gov.uk","305"
"861","Bailiffs","bailiffs@ilford.countycourt.gsi.gov.uk","305"
"862","Enquiries","LlanelliMagsCrt@hmcts.gsi.gov.uk","721"
"866","Enquiries","enquiries@aberdare.countycourt.gsi.gov.uk","1"
"870","Enquiries","enquiries@aberystwyth.countycourt.gsi.gov.uk","5"
"875","Enquiries","enquiries@carmarthen.countycourt.gsi.gov.uk","138"
"880","Enquiries","enquiries@llanelli.countycourt.gsi.gov.uk","361"
"885","Enquiries","enquiries@neath.countycourt.gsi.gov.uk","415"
"890","Enquiries","enquiries@welshpool.countycourt.gsi.gov.uk","643"
"893","Enquiries","enquiries@hertford.countycourt.gsi.gov.uk","285"
"894","Family","family@chelmsford.countycourt.gsi.gov.uk	","748"
"896","Enquiries","enquiries@thanet.countycourt.gsi.gov.uk","606"
"897","Enquiries","enquiries@ashford.countycourt.gsi.gov.uk","17"
"900","Enquiries","enquiries@stalbans.countycourt.gsi.gov.uk","559"
"901","Administrative Court enquiries","Administrativecourtoffice.manchester@hmcts.x.gsi.gov.uk","750"
"903","Solicitor enquiries","londonsolicitorsenquiries@hmcts.gsi.gov.uk","365"
"904","Personal application enquiries","londonpersonalapplicationsenquiries@hmcts.gsi.gov.uk","365"
"905","Solicitor enquiries","BirminghamDPRsolicitorsenquiries@hmcts.gsi.gov.uk","57"
"906","Solicitors enquiries","Stoke-on-TrentPSRsolicitorsenquiries@hmcts.gsi.gov.uk","574"
"907","Solicitor enquiries","BrightonDPRsolicitorsenquiries@hmcts.gsi.gov.uk","98"
"908","Personal Application enquiries","BrightonDPRenquiries@hmcts.gsi.gov.uk","98"
"909","Solicitor enquiries","MaidstonePSRsolicitorsenquiries@hmcts.gsi.gov.uk","382"
"911","Solicitor enquiries","ExeterPSRsolicitorsenquiries@hmcts.gsi.gov.uk","229"
"912","Solicitor enquiries","BodminPSRsolicitorsenquiries@hmcts.gsi.gov.uk","72"
"913","Solicitor enquiries","IpswichDPRsolicitorsenquiries@hmcts.gsi.gov.uk","312"
"914","Personal Application enquiries","IpswichDPRenquiries@hmcts.gsi.gov.uk","312"
"915","Solicitor enquiries","NorwichPSRsolicitorsenquiries@hmcts.gsi.gov.uk","447"
"916","Personal Application enquiries","NorwichPSRenquiries@hmcts.gsi.gov.uk","447"
"917","Solicitor enquiries","PeterboroughPSRsolicitorsenquiries@hmcts.gsi.gov.uk","470"
"918","Personal Application enquiries","PeterboroughPSRenquiries@hmcts.gsi.gov.uk","470"
"921","Solicitor enquiries","LincolnPSRsolicitorsenquiries@hmcts.gsi.gov.uk","355"
"922","Solicitor enquiries","SheffieldPSRsolicitorsenquiries@hmcts.gsi.gov.uk","526"
"923","Solicitor enquiries","LiverpoolDPRsolicitorsenquiries@hmcts.gsi.gov.uk","358"
"924","Solicitor enquiries","CardiffDPRsolicitorsenquiries@hmcts.gsi.gov.uk","134"
"925","Solicitor enquiries","CaernarfonPSRsolicitorsenquiries@hmcts.gsi.gov.uk","28"
"926","Personal Application enquires","CaernarfonPSRenquiries@hmcts.gsi.gov.uk","28"
"927","Solicitor enquiries","CarmarthenPSRsolicitorsenquiries@hmcts.gsi.gov.uk","140"
"928","Solicitor enquiries","ManchesterDPRsolicitorsenquiries@hmcts.gsi.gov.uk","751"
"929","Personal Application enquiries","ManchesterDPRenquiries@hmcts.gsi.gov.uk","751"
"930","Solicitor enquiries","NottinghamPSRsolicitorsenquiries@hmcts.gsi.gov.uk","451"
"931","Solicitor enquiries","NewcastleDPRsolicitorsenquiries@hmcts.gsi.gov.uk","424"
"932","Solicitor enquiries","LeedsDPRsolicitorsenquiries@hmcts.gsi.gov.uk","694"
"933","Solicitor enquiries","NewcastleDPRsolicitorsenquiries@hmcts.gsi.gov.uk","137"
"934","Personal Application enquiries","NewcastleDPRenquiries@hmcts.gsi.gov.uk","137"
"935","Solicitor enquiries","OxfordDPRsolicitorsenquiries@hmcts.gsi.gov.uk","461"
"936","Personal Application enquiries","OxfordDPRenquiries@hmcts.gsi.gov.uk","461"
"937","Solicitor enquiries","GloucesterPSRsolicitorsenquiries@hmcts.gsi.gov.uk","245"
"938","Personal Application enquiries","GloucesterPSRenquiries@hmcts.gsi.gov.uk","245"
"939","Personal Application enquiries","LeicesterPSRsolicitorsenquiries@hmcts.gsi.gov.uk","723"
"940","Personal Application enquiries","LeicesterPSRenquiries@hmcts.gsi.gov.uk","723"
"941","Solicitor enquiries","WinchesterDPRsolicitorsenquiries@hmcts.gsi.gov.uk","665"
"942","Personal Application enquiries","WinchesterDPRenquiries@hmcts.gsi.gov.uk","665"
"945","Enquiries","enquiries@haverfordwest.countycourt.gsi.gov.uk","276"
"948","Witness Service","mcws.cityoflondon@vslondon.org","169"
"949","Administrative Court","administrativecourtoffice.leeds@hmcts.x.gsi.gov.uk","341"
"950","Enquiries","enquiries@Pontypridd.countycourt.gsi.gov.uk","478"
"951","e-filing","e-filing@Pontypridd.countycourt.gsi.gov.uk","478"
"952","Family enquiries","family@Pontypridd.countycourt.gsi.gov.uk","478"
"953","Bailiff enquiries","bailiffs@Pontypridd.countycourt.gsi.gov.uk","478"
"954","Enquiries","SW-BarryMCEnq@hmcts.gsi.gov.uk","38"
"955","Enquiries","SW-cardiffmcenq@hmcts.gsi.gov.uk","133"
"956","Enquiries","SW-merthyrMCEnq@hmcts.gsi.gov.uk","2"
"957","Crown Court Enquiries","merthyrtydfil.enquiries@merthyrtydfil.crowncourt.gsi.gov.uk","400"
"958","Magistrates' Court Enquiries","SW-merthyrMCEnq@hmcts.gsi.gov.uk","400"
"959","County Court Enquiries","enquiries@merthyrtydfil.countycourt.gsi.gov.uk","400"
"964","Listing Office","GW-Listing@hmcts.gsi.gov.uk","189"
"965","Pre Court Section","GW-PRECOURT@hmcts.gsi.gov.uk","189"
"966","Post Court Section","GW-PostCourt@hmcts.gsi.gov.uk","189"
"967","Legal Aid Section","GW-LEGALAID@hmcts.gsi.gov.uk","189"
"980","Electronic filing","e-filing@leigh.countycourt.gsi.gov.uk","348"
"981","Family cases enquiries","family@leigh.countycourt.gsi.gov.uk","348"
"982","Bailiff enquiries","bailiffs@leigh.countycourt.gsi.gov.uk","348"
"983","Listing enquiries","hearings@leigh.countycourt.gsi.gov.uk","348"
"984","General enquiries","enquiries@leigh.countycourt.gsi.gov.uk","348"
"985","Electronic filing","e-filing@wigan.countycourt.gsi.gov.uk","1429"
"986","Family cases enquiries","family@wigan.countycourt.gsi.gov.uk","1429"
"987","Bailiff enquiries","bailiffs@wigan.countycourt.gsi.gov.uk","1429"
"988","Listing enquiries","hearings@wigan.countycourt.gsi.gov.uk","1429"
"989","General enquiries","enquiries@wigan.countycourt.gsi.gov.uk","1429"
"990","General Office enquiries","enquiriesbodmincc@hmcts.gsi.gov.uk","70"
"992","Enquiries","Blackwood.Enquiries@hmcts.gsi.gov.uk","67"
"993","Enquiries","Blackwood.Enquiries@hmcts.gsi.gov.uk","477"
"994","CCBC Defendants","ccbcdefendantenquiries@hmcts.gsi.gov.uk","712"
"995","CCBC Bulk Issuing Customers","mailccbc@hmcts.gsi.gov.uk","712"
"996","Money Claim Online","customerservice.mcol@hmcts.gsi.gov.uk","712"
"997","Traffic Enforcement Centre","customerservice.tec@hmcts.gsi.gov.uk","712"
"1000","General enquiries","enquiries@llangefni.countycourt.gsi.gov.uk","362"
"1005","General enquiries","enquiries@caernarfon.countycourt.gsi.gov.uk","118"
"1008","Enquiries","SW-PontypriddMCEnq@hmcts.gsi.gov.uk","479"
"1010","Enquiries","AberaeronMagsCrt@hmcts.gsi.gov.uk","734"
"1011","Enquiries","SW.neathportalbotmagscrt@hmcts.gsi.gov.uk","416"
"1012","General enquiry e-mail:","contacts@swansea.crowncourt.gsi.gov.uk","589"
"1013","Enquiries","BreconMagsCrt@hmcts.gsi.gov.uk","86"
"1014","Enquiries","BreconMagsCrt@hmcts.gsi.gov.uk","756"
"1015","Enquiries","Claire.Sutton2@hmcts.gsi.gov.uk","91"
"1016","Enquiries","AberaeronMagsCrt@hmcts.gsi.gov.uk","733"
"1017","Enquiries","enquiries@Aylesbury.countycourt.gsi.gov.uk","21"
"1019","Bailiffs","bailiffs@Aylesbury.countycourt.gsi.gov.uk","21"
"1020","Hearings","hearings@Aylesbury.countycourt.gsi.gov.uk","21"
"1021","Enquiries","enquiries@kettering.countycourt.gsi.gov.uk","320"
"1022","Enquiries","enquiries@wellingborough.countycourt.gsi.gov.uk","640"
"1025","Small Claims Mediation Service","Mediation.W4@hmcts.gsi.gov.uk","198"
"1026","Small Claims Mediation Service","Mediation.W4@hmcts.gsi.gov.uk","160"
"1027","Small Claims Mediation Service","Mediation.W4@hmcts.gsi.gov.uk","116"
"1031","Small Claims Mediation Service","mediation.W4@hmcts.gsi.gov.uk","109"
"1032","Small Claims Mediation Service","Mediation.W4@hmcts.gsi.gov.uk","448"
"1033","Small Claims Mediation Service","Mediation.W4@hmcts.gsi.gov.uk","419"
"1036","e-Filing","e-filing@harrogate.countycourt.gsi.gov.uk","267"
"1037","Enquiries","LlanelliMagsCrt@hmcts.gsi.gov.uk","729"
"1038","Enquiries","LlanelliMagsCrt@hmcts.gsi.gov.uk","139"
"1039","Enquiries","enquiries@burystedmunds.countycourt.gsi.gov.uk","113"
"1040","Criminal Court case progression","derby.caseprogression@derby.crowncourt.gsi.gov.uk","198"
"1041","Crown Court enquiries","Enquiries@derby.crowncourt.gsi.gov.uk","198"
"1042","Crown Court listing","Listing@derby.crowncourt.gsi.gov.uk","198"
"1043","Crown Court results","Results@derby.crowncourt.gsi.gov.uk","198"
"1044","Enquiries","enquiries@colchester.countycourt.gsi.gov.uk","172"
"1045","Enquiries","enquiries@burton.countycourt.gsi.gov.uk","109"
"1046","E-filing","e-filing@burton.countycourt.gsi.gov.uk","109"
"1047","Small Claims Mediation","clive.grant2@hmcts.gsi.gov.uk","735"
